6,10,0,9,2022,610000,0,0,0,0
6,20,0,9,2022,620000,0,0,0,0
6,22,0,9,2022,622000,0,0,0,0
7,10,56,9,2022,710056,0,0,0,0
7,10,261,9,2022,710261,0,0,0,0
7,10,269,9,2022,710269,0,0,0,0
7,10,398,9,2022,710398,0,0,0,0
7,10,549,9,2022,710549,0,0,0,0
7,10,551,9,2022,710551,0,0,0,0
7,10,566,9,2022,710566,0,0,0,0
7,10,862,9,2022,710862,0,0,0,0
7,10,924,9,2022,710924,0,0,0,0
7,10,973,9,2022,710973,0,0,0,0
7,10,981,9,2022,710981,0,0,0,0
7,10,985,9,2022,710985,0,0,0,0
7,10,990,9,2022,710990,0,0,0,0
7,20,33,9,2022,720033,0,0,0,0
7,20,40,9,2022,720040,0,0,0,0
7,20,60,9,2022,720060,0,0,0,0
7,20,105,9,2022,720105,0,0,0,0
7,20,131,9,2022,720131,0,0,0,0
7,20,143,9,2022,720143,0,0,0,0
7,20,168,9,2022,720168,0,0,0,0
7,20,186,9,2022,720186,0,0,0,0
7,20,188,9,2022,720188,0,0,0,0
7,20,194,9,2022,720194,0,0,0,0
7,20,331,9,2022,720331,0,0,0,0
7,20,335,9,2022,720335,0,0,0,0
7,20,336,9,2022,720336,0,0,0,0
7,20,345,9,2022,720345,0,0,0,0
7,20,376,9,2022,720376,0,0,0,0
7,20,735,9,2022,720735,0,0,0,0
7,20,899,9,2022,720899,0,0,0,0
7,20,922,9,2022,720922,0,0,0,0
7,22,12,9,2022,722012,0,0,0,0
7,22,114,9,2022,722114,0,0,0,0
7,22,146,9,2022,722146,0,0,0,0
7,22,198,9,2022,722198,0,0,0,0
7,22,216,9,2022,722216,0,0,0,0
7,22,308,9,2022,722308,0,0,0,0
7,22,313,9,2022,722313,0,0,0,0
7,22,350,9,2022,722350,0,0,0,0
7,22,406,9,2022,722406,0,0,0,0
7,22,644,9,2022,722644,0,0,0,0
7,22,825,9,2022,722825,0,0,0,0
7,22,918,9,2022,722918,0,0,0,0
7,25,31,9,2022,725031,0,0,0,0
7,25,131,9,2022,725131,0,0,0,0
7,25,247,9,2022,725247,0,0,0,0
7,25,256,9,2022,725256,66983,0,66983,0
7,25,326,9,2022,725326,0,0,0,0
7,25,429,9,2022,725429,0,0,0,0
7,25,450,9,2022,725450,0,0,0,0
7,25,457,9,2022,725457,0,0,0,0
7,25,466,9,2022,725466,0,0,0,0
7,25,488,9,2022,725488,0,0,0,0
7,25,646,9,2022,725646,0,0,0,0
7,25,676,9,2022,725676,0,0,0,0
7,25,715,9,2022,725715,0,0,0,0
7,25,818,9,2022,725818,0,0,0,0
7,25,839,9,2022,725839,0,0,0,0
7,25,898,9,2022,725898,0,0,0,0
7,25,940,9,2022,725940,0,0,0,0
7,25,947,9,2022,725947,0,0,0,0
7,25,983,9,2022,725983,0,0,0,0
8,10,586,9,2022,810586,0,0,0,0
9,25,0,9,2022,925000,0,66983,66983,0
20,0,2,9,2022,2000002,0,0,0,0
20,0,4,9,2022,2000004,0,0,0,0
20,0,7,9,2022,2000007,0,0,0,0
20,0,9,9,2022,2000009,0,0,0,0
20,0,11,9,2022,2000011,0,0,0,0
20,0,12,9,2022,2000012,0,0,0,0
